Name	Formula	SMILES	Mass	Source	ID
PE(18:3(6Z,9Z,12Z)/22:1(13Z))	C45H82NO8P	[H][C@@](COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC	795.577805117	HMDB	HMDB0009139
PE(18:3(9Z,12Z,15Z)/22:1(13Z))	C45H82NO8P	[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC	795.577805117	HMDB	HMDB0009172
PE(18:4(6Z,9Z,12Z,15Z)/22:0)	C45H82NO8P	[H][C@@](COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCCCC	795.577805117	HMDB	HMDB0009204
PE(20:0/20:4(5Z,8Z,11Z,14Z))	C45H82NO8P	[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC	795.577805117	HMDB	HMDB0009234
PE(20:0/20:4(8Z,11Z,14Z,17Z))	C45H82NO8P	[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	795.577805117	HMDB	HMDB0009235
PE(20:1(11Z)/20:3(5Z,8Z,11Z))	C45H82NO8P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC	795.577805117	HMDB	HMDB0009265
PE(20:1(11Z)/20:3(8Z,11Z,14Z))	C45H82NO8P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC	795.577805117	HMDB	HMDB0009266
PE(20:2(11Z,14Z)/20:2(11Z,14Z))	C45H82NO8P	[H][C@@](COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC	795.577805117	HMDB	HMDB0009297
PE(20:3(5Z,8Z,11Z)/20:1(11Z))	C45H82NO8P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	795.577805117	HMDB	HMDB0009329
PE(20:3(8Z,11Z,14Z)/20:1(11Z))	C45H82NO8P	[H][C@@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCCCC	795.577805117	HMDB	HMDB0009362
PE(20:4(5Z,8Z,11Z,14Z)/20:0)	C45H82NO8P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCC	795.577805117	HMDB	HMDB0009394
PE(20:4(8Z,11Z,14Z,17Z)/20:0)	C45H82NO8P	[H][C@@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCCCC	795.577805117	HMDB	HMDB0009427
PE(22:0/18:4(6Z,9Z,12Z,15Z))	C45H82NO8P	[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC	795.577805117	HMDB	HMDB0009492
PE(22:1(13Z)/18:3(6Z,9Z,12Z))	C45H82NO8P	[H][C@@](COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC	795.577805117	HMDB	HMDB0009523
PE(22:1(13Z)/18:3(9Z,12Z,15Z))	C45H82NO8P	[H][C@@](COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC	795.577805117	HMDB	HMDB0009524
PE(22:2(13Z,16Z)/18:2(9Z,12Z))	C45H82NO8P	[H][C@@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC	795.577805117	HMDB	HMDB0009555
PE(22:4(7Z,10Z,13Z,16Z)/18:0)	C45H82NO8P	[H][C@@](COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC	795.577805117	HMDB	HMDB0009585
Phosphatidylethanolamine 18:0-22:4	C45H82NO8P	C(COP(OCCN)(O)=O)(COC(CCCCCCCCCCCCCCCCC)=O)OC(=O)CCC=CCC=CCC=CCC=CCCCCCCCC	795.577805214	MoNA	UT002850
Phosphatidylethanolamine 20:0-20:4	C45H82NO8P	C(CCCCCC)=CCC=CCC=CCC=CCCC(=O)OC(COP(OCCN)(O)=O)COC(CCCCCCCCCCCCCCCCCCC)=O	795.577805214	MoNA	UT002624
PE 40:4	C45H82NO8P	CCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCCN)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	795.577805214	MoNA	LQB00613
PS(16:0/20:4(6E,8Z,11Z,14Z)+=O(5))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCC(=O)\C=C\C=C/C\C=C/C\C=C/CCCCC	797.48429914	HMDB	HMDB0281156
PS(20:4(6E,8Z,11Z,14Z)+=O(5)/16:0)	C42H72NO11P	[H][C@@](COC(=O)CCCC(=O)\C=C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCC	797.48429914	HMDB	HMDB0281157
PS(16:0/20:4(5Z,8Z,11Z,13E)+=O(15))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C=C/C(=O)CCCCC	797.48429914	HMDB	HMDB0281158
PS(20:4(5Z,8Z,11Z,13E)+=O(15)/16:0)	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C=C/C(=O)CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCC	797.48429914	HMDB	HMDB0281159
PS(16:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18R))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C=C/[C@H](O)CC	797.48429914	HMDB	HMDB0281170
PS(20:5(5Z,8Z,11Z,14Z,16E)-OH(18R)/16:0)	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCC	797.48429914	HMDB	HMDB0281171
PS(16:0/20:5(5Z,8Z,11Z,14Z,16E)-OH(18))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C=C/CC(O)\C=C/CC	797.48429914	HMDB	HMDB0281172
PS(20:5(5Z,8Z,11Z,14Z,16E)-OH(18)/16:0)	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C=C/CC(O)\C=C/CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCC	797.48429914	HMDB	HMDB0281173
PS(16:0/20:5(5Z,8Z,10E,14Z,17Z)-OH(12))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C=C/C(O)C\C=C/C\C=C/CC	797.48429914	HMDB	HMDB0281174
PS(20:5(5Z,8Z,10E,14Z,17Z)-OH(12)/16:0)	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C=C/C(O)C\C=C/C\C=C/CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCC	797.48429914	HMDB	HMDB0281175
PS(16:0/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCC(O)\C=C\C=C/C\C=C/C\C=C/C\C=C/CC	797.48429914	HMDB	HMDB0281176
PS(20:5(6E,8Z,11Z,14Z,17Z)-OH(5)/16:0)	C42H72NO11P	[H][C@@](COC(=O)CCCC(O)\C=C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCC	797.48429914	HMDB	HMDB0281177
PS(16:1(9Z)/20:3(5Z,8Z,11Z)-O(14R,15S))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/CC1OC1CCCCC	797.48429914	HMDB	HMDB0281210
PS(20:3(5Z,8Z,11Z)-O(14R,15S)/16:1(9Z))	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/CC1OC1CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	797.48429914	HMDB	HMDB0281211
PS(16:1(9Z)/20:3(5Z,8Z,14Z)-O(11S,12R))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/CC1OC1C\C=C/CCCCC	797.48429914	HMDB	HMDB0281212
PS(20:3(5Z,8Z,14Z)-O(11S,12R)/16:1(9Z))	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/CC1OC1C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	797.48429914	HMDB	HMDB0281213
PS(16:1(9Z)/20:3(5Z,11Z,14Z)-O(8,9))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/CC1OC1C\C=C/C\C=C/CCCCC	797.48429914	HMDB	HMDB0281214
PS(20:3(5Z,11Z,14Z)-O(8,9)/16:1(9Z))	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C/CC1OC1C\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	797.48429914	HMDB	HMDB0281215
PS(16:1(9Z)/20:3(8Z,11Z,14Z)-O(5,6))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCC1OC1C\C=C/C\C=C/C\C=C/CCCCC	797.48429914	HMDB	HMDB0281216
PS(20:3(8Z,11Z,14Z)-O(5,6)/16:1(9Z))	C42H72NO11P	[H][C@@](COC(=O)CCCC1OC1C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	797.48429914	HMDB	HMDB0281217
PS(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)-OH(20))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCCO	797.48429914	HMDB	HMDB0281218
PS(20:4(5Z,8Z,11Z,14Z)-OH(20)/16:1(9Z))	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCCO)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	797.48429914	HMDB	HMDB0281219
PS(16:1(9Z)/20:4(6E,8Z,11Z,14Z)-OH(5S))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC[C@@H](O)\C=C\C=C/C\C=C/C\C=C/CCCCC	797.48429914	HMDB	HMDB0281220
PS(20:4(6E,8Z,11Z,14Z)-OH(5S)/16:1(9Z))	C42H72NO11P	[H][C@@](COC(=O)CCC[C@H](O)\C=C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	797.48429914	HMDB	HMDB0281221
PS(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)-OH(19S))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCC[C@H](C)O	797.48429914	HMDB	HMDB0281222
PS(20:4(5Z,8Z,11Z,14Z)-OH(19S)/16:1(9Z))	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCC[C@@H](C)O)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	797.48429914	HMDB	HMDB0281223
PS(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)-OH(18R))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CC[C@H](O)CC	797.48429914	HMDB	HMDB0281224
PS(20:4(5Z,8Z,11Z,14Z)-OH(18R)/16:1(9Z))	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CC[C@@H](O)CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	797.48429914	HMDB	HMDB0281225
PS(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)-OH(17))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CC(O)CCC	797.48429914	HMDB	HMDB0281226
PS(20:4(5Z,8Z,11Z,14Z)-OH(17)/16:1(9Z))	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CC(O)CCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	797.48429914	HMDB	HMDB0281227
PS(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)-OH(16R))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/[C@H](O)CCCC	797.48429914	HMDB	HMDB0281228
PS(20:4(5Z,8Z,11Z,14Z)-OH(16R)/16:1(9Z))	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/[C@@H](O)CCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	797.48429914	HMDB	HMDB0281229
PS(16:1(9Z)/20:4(5Z,8Z,11Z,13E)-OH(15S))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C=C/[C@@H](O)CCCCC	797.48429914	HMDB	HMDB0281230
PS(20:4(5Z,8Z,11Z,13E)-OH(15S)/16:1(9Z))	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C=C/[C@H](O)CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	797.48429914	HMDB	HMDB0281231
PS(16:1(9Z)/20:4(5Z,8Z,10E,14Z)-OH(12S))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C/C\C=C/C=C/[C@@H](O)C\C=C/CCCCC	797.48429914	HMDB	HMDB0281232
PS(20:4(5Z,8Z,10E,14Z)-OH(12S)/16:1(9Z))	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C/C\C=C/C=C/[C@H](O)C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	797.48429914	HMDB	HMDB0281233
PS(16:1(9Z)/20:4(5E,8Z,12Z,14Z)-OH(11R))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C\C\C=C/C[C@@H](O)\C=C/C=C\CCCCC	797.48429914	HMDB	HMDB0281234
PS(20:4(5E,8Z,12Z,14Z)-OH(11R)/16:1(9Z))	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C\C\C=C/C[C@H](O)\C=C/C=C\CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	797.48429914	HMDB	HMDB0281235
PS(16:1(9Z)/20:4(5Z,7E,11Z,14Z)-OH(9))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCC\C=C\C=C/C(O)C\C=C/C\C=C/CCCCC	797.48429914	HMDB	HMDB0281236
PS(20:4(5Z,7E,11Z,14Z)-OH(9)/16:1(9Z))	C42H72NO11P	[H][C@@](COC(=O)CCC\C=C\C=C/C(O)C\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CCCCCC	797.48429914	HMDB	HMDB0281237
PS(18:2(9Z,12Z)/18:2(10E,12Z)+=O(9))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCC(=O)\C=C\C=C/CCCCC	797.48429914	HMDB	HMDB0281680
PS(18:2(10E,12Z)+=O(9)/18:2(9Z,12Z))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCCC(=O)\C=C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC	797.48429914	HMDB	HMDB0281681
PS(18:2(9Z,12Z)/18:2(9Z,11E)+=O(13))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/C=C/C(=O)CCCCC	797.48429914	HMDB	HMDB0281682
PS(18:2(9Z,11E)+=O(13)/18:2(9Z,12Z))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/C=C/C(=O)CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC	797.48429914	HMDB	HMDB0281683
PS(18:2(9Z,12Z)/18:3(10,12,15)-OH(9))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCC(O)\C=C\C=C\C\C=C\CC	797.48429914	HMDB	HMDB0281718
PS(18:3(10,12,15)-OH(9)/18:2(9Z,12Z))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCCC(O)\C=C\C=C\C\C=C\CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC	797.48429914	HMDB	HMDB0281719
PS(18:2(9Z,12Z)/18:3(9,11,15)-OH(13))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C\C=C\C(O)C\C=C\CC	797.48429914	HMDB	HMDB0281720
PS(18:3(9,11,15)-OH(13)/18:2(9Z,12Z))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C\C=C\C(O)C\C=C\CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC	797.48429914	HMDB	HMDB0281721
PS(18:3(6Z,9Z,12Z)/18:1(12Z)-O(9S,10R))	C42H72NO11P	[H][C@@](COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCC1OC1C\C=C/CCCCC	797.48429914	HMDB	HMDB0281790
PS(18:1(12Z)-O(9S,10R)/18:3(6Z,9Z,12Z))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCCC1OC1C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC	797.48429914	HMDB	HMDB0281791
PS(18:3(6Z,9Z,12Z)/18:1(9Z)-O(12,13))	C42H72NO11P	[H][C@@](COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CC1OC1CCCCC	797.48429914	HMDB	HMDB0281792
PS(18:1(9Z)-O(12,13)/18:3(6Z,9Z,12Z))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CC1OC1CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC	797.48429914	HMDB	HMDB0281793
PS(18:3(9Z,12Z,15Z)/18:1(12Z)-O(9S,10R))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCC1OC1C\C=C/CCCCC	797.48429914	HMDB	HMDB0281893
PS(18:1(12Z)-O(9S,10R)/18:3(9Z,12Z,15Z))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCCC1OC1C\C=C/CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC	797.48429914	HMDB	HMDB0281894
PS(18:3(9Z,12Z,15Z)/18:1(9Z)-O(12,13))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/CC1OC1CCCCC	797.48429914	HMDB	HMDB0281895
PS(18:1(9Z)-O(12,13)/18:3(9Z,12Z,15Z))	C42H72NO11P	[H][C@@](COC(=O)CCCCCCC\C=C/CC1OC1CCCCC)(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC	797.48429914	HMDB	HMDB0281896
Phosphatidylserine 17:0-20:4	C43H76NO10P	C(N)(C(O)=O)COP(OCC(COC(CCCCCCCCCCCCCCCC)=O)OC(=O)CCC=CCC=CCC=CCC=CCCCCCC)(O)=O	797.5206842619999	MoNA	UT002721
PS 37:4	C43H76NO10P	CCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(N)C(O)=O)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	797.5206842619999	MoNA	LQB00717
PS(15:0/22:4(7Z,10Z,13Z,16Z))	C43H76NO10P	[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)C(O)=O	797.520684649	HMDB	HMDB0112336
PS(22:4(7Z,10Z,13Z,16Z)/15:0)	C43H76NO10P	[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCC)C(O)=O	797.520684649	HMDB	HMDB0112790
PE(18:0/PGJ2)	C43H76NO10P	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCCN)OC(=O)CCC\C=C/C[C@H]1C=CC(=O)[C@@H]1\C=C\[C@@H](O)CCCCC	797.520684649	HMDB	HMDB0261122
PE(PGJ2/18:0)	C43H76NO10P	CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC\C=C/C[C@H]1C=CC(=O)[C@@H]1\C=C\[C@@H](O)CCCCC)COP(O)(=O)OCCN	797.520684649	HMDB	HMDB0261123
PE(18:1(11Z)/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	C43H76NO10P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC[C@@H](O)\C=C/C=C/C=C/[C@@H](O)C\C=C/CCCCC	797.520684649	HMDB	HMDB0261230
PE(20:4(6Z,8E,10E,14Z)-2OH(5S,12R)/18:1(11Z))	C43H76NO10P	[H][C@@](COC(=O)CCC[C@H](O)\C=C/C=C/C=C/[C@H](O)C\C=C/CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCC	797.520684649	HMDB	HMDB0261231
PE(18:1(11Z)/20:4(6E,8Z,11Z,13E)-2OH(5S,15S))	C43H76NO10P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC[C@H](O)\C=C\C=C/C\C=C/C=C/[C@H](O)CCCCC	797.520684649	HMDB	HMDB0261266
PE(20:4(6E,8Z,11Z,13E)-2OH(5S,15S)/18:1(11Z))	C43H76NO10P	[H][C@@](COC(=O)CCC[C@@H](O)\C=C\C=C/C\C=C/C=C/[C@@H](O)CCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCC	797.520684649	HMDB	HMDB0261267
PE(18:1(11Z)/20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R))	C43H76NO10P	[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC[C@@H](O)[C@H](O)C\C=C/C\C=C/C\C=C/C\C=C/CC	797.520684649	HMDB	HMDB0261268
PE(20:4(8Z,11Z,14Z,17Z)-2OH(5S,6R)/18:1(11Z))	C43H76NO10P	[H][C@@](COC(=O)CCC[C@H](O)[C@@H](O)C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCC\C=C/CCCCCC	797.520684649	HMDB	HMDB0261269
PE(18:1(9Z)/20:4(6Z,8E,10E,14Z)-2OH(5S,12R))	C43H76NO10P	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC[C@@H](O)\C=C/C=C/C=C/[C@@H](O)C\C=C/CCCCC	797.520684649	HMDB	HMDB0261334
